sample,Exact Minkowski_cost_value,Exact Minkowski_peak_value,Exact Minkowski_cost_time,Exact Minkowski_peak_time,Exact Minkowski_algo_time,Exact Minkowski_total_time,Exact Minkowski_status,No Flexibility_cost_value,No Flexibility_peak_value,No Flexibility_cost_time,No Flexibility_peak_time,No Flexibility_algo_time,No Flexibility_total_time,No Flexibility_status,G-Poly-Transform-Det_cost_value,G-Poly-Transform-Det_cost_time,G-Poly-Transform-Det_peak_value,G-Poly-Transform-Det_peak_time,G-Poly-Transform-Det_total_time,G-Poly-Transform-Det_cost_constraints_ok,G-Poly-Transform-Det_peak_constraints_ok,G-Poly-Transform-Det_status,G-Poly-Transform-Det_cost_upr,G-Poly-Transform-Det_peak_upr
0,20.481920650234812,5.067230113625519,0.2322843074798584,0.20589447021484375,3.814697265625e-05,0.43848657608032227,success,80.61870209493077,15.596666478227082,0.0,0.0,3.314018249511719e-05,6.890296936035156e-05,success,20.481920650234834,0.29583740234375,5.07297551944041,20.098154306411743,20.393991708755493,True,True,success,3.544633011729479e-14,0.05456517914108258
