sample,Exact Minkowski_cost_value,Exact Minkowski_peak_value,Exact Minkowski_cost_time,Exact Minkowski_peak_time,Exact Minkowski_algo_time,Exact Minkowski_total_time,Exact Minkowski_status,No Flexibility_cost_value,No Flexibility_peak_value,No Flexibility_cost_time,No Flexibility_peak_time,No Flexibility_algo_time,No Flexibility_total_time,No Flexibility_status,Inner Homothets_cost_value,Inner Homothets_peak_value,Inner Homothets_cost_time,Inner Homothets_peak_time,Inner Homothets_algo_time,Inner Homothets_total_time,Inner Homothets_status,Zonotope_cost_value,Zonotope_peak_value,Zonotope_cost_time,Zonotope_peak_time,Zonotope_algo_time,Zonotope_total_time,Zonotope_status,G-Poly-Transform-Det_cost_value,G-Poly-Transform-Det_cost_time,G-Poly-Transform-Det_peak_value,G-Poly-Transform-Det_peak_time,G-Poly-Transform-Det_total_time,G-Poly-Transform-Det_cost_constraints_ok,G-Poly-Transform-Det_peak_constraints_ok,G-Poly-Transform-Det_status,Inner Homothets_cost_upr,Inner Homothets_peak_upr,Zonotope_cost_upr,Zonotope_peak_upr,G-Poly-Transform-Det_cost_upr,G-Poly-Transform-Det_peak_upr
0,20.481920650234812,5.067230113625519,0.19185932008360482,0.19547194815779673,3.743171691894531e-05,0.38729381561279297,success,80.61870209493077,15.596666478227082,5.888938903808594e-05,5.888938903808594e-05,3.075599670410156e-05,5.888938903808594e-05,success,27.05499664198294,5.845035850428663,5.410711945368071,6.449538766072969,0.0,11.86025071144104,success,85.62162667337849,15.955091893396807,4.858904682097956,6.470309175552801,0.0,11.329213857650757,success,20.48192065023484,0.018503665924072266,5.072802910042559,1.6705057621002197,1.689009428024292,True,True,success,10.930209156259842,7.3869645997198266,108.31924233099937,103.4040323029512,4.7261773489726385e-14,0.05292587584055986
